MANUAL_FORMAT,IS_ETHNIC,CONFIDENCE,NOTES,name,address,category,alternate_categories,brand_name,streetview_url,id,brand_id,website,phone,source_count,latitude,longitude
,,,,Eddie's Market,2444 E 4th St,pizza_restaurant,['grocery_store' 'supermarket'],,"https://www.google.com/maps/@33.7716371,-118.1619326,3a,75y,0h,90t/data=!3m4!1e1!3m2",c7717bfd-bc9e-4c24-b63a-ecc6a57a81d0,,https://eddiesmarketpizza.ordersnapp.com/home,+15623435144,2,33.7716371,-118.1619326
,,,,Rocky's Quality Meats,71 San Pablo Ave,butcher_shop,['delicatessen' 'grocery_store'],,"https://www.google.com/maps/@37.9959777,-122.5282985,3a,75y,0h,90t/data=!3m4!1e1!3m2",71a01441-9504-49c4-b9fe-0dc4072446f1,,https://rockys-quality-meats.hub.biz/,+14154792131,2,37.9959777,-122.5282985
,,,,Woody's Market and Deli & Liquor,5911 King Rd,convenience_store,['delicatessen' 'grocery_store'],,"https://www.google.com/maps/@38.8254151,-121.1932233,3a,75y,0h,90t/data=!3m4!1e1!3m2",71e4f91d-c17d-4438-a7d2-cd84582099bd,,,+19166527995,2,38.8254151,-121.1932233
,,,,Nope,608 10th St,grocery_store,['health_food_store' 'caterer'],,"https://www.google.com/maps/@38.584336,-121.492022,3a,75y,0h,90t/data=!3m4!1e1!3m2",1ff64c16-b971-4ccf-9f34-f579e282ea0c,,,,2,38.584336,-121.492022
,,,,La Mixteca Market y Carniceria,3587 Main St,butcher_shop,['meat_wholesaler' 'grocery_store'],,"https://www.google.com/maps/@37.9977108,-121.7129861,3a,75y,0h,90t/data=!3m4!1e1!3m2",644e6ef4-6b5b-44c2-8ca7-a979693a328b,,,+19253928002,2,37.9977108,-121.7129861
,,,,Trader Joes,7575 W Washington Ave,grocery_store,['supermarket' 'organic_grocery_store'],Trader Joe's,"https://www.google.com/maps/@36.1806469,-115.2578217,3a,75y,0h,90t/data=!3m4!1e1!3m2",66792ddc-7af8-4e27-b2a2-6e3bb974ae9e,,https://locations.traderjoes.com/nv/las-vegas/86/,+17022428240,2,36.1806469,-115.2578217
,,,,EZ's Mountain Mercantile,31232 State Highway 44,convenience_store,['flowers_and_gifts_shop' 'sporting_goods'],,"https://www.google.com/maps/@40.4924442,-121.8902,3a,75y,0h,90t/data=!3m4!1e1!3m2",9260187b-4fb9-4288-b413-c988efd091f5,,,+15304746711,2,40.4924442,-121.8902
,,,,Paloma Express,210 Arvin Ave,grocery_store,['supermarket' 'butcher_shop'],,"https://www.google.com/maps/@35.2102597,-118.8261658,3a,75y,0h,90t/data=!3m4!1e1!3m2",67e8423e-ba28-4c06-a5f2-12a9583c943c,,,+16613904805,2,35.2102597,-118.8261658
,,,,Etcheverry’s Food Town,424 E Front St,supermarket,['grocery_store' 'convenience_store'],,"https://www.google.com/maps/@40.6383976,-116.9310103,3a,75y,0h,90t/data=!3m4!1e1!3m2",ff73e9f9-7e95-4989-b123-a5d0979537e1,,https://www.afstores.com,+17756352677,2,40.6383976,-116.9310103
,,,,Ralphs,25 E Alameda Ave,grocery_store,['supermarket' 'eat_and_drink'],Ralphs,"https://www.google.com/maps/@34.1731843,-118.3020508,3a,75y,0h,90t/data=!3m4!1e1!3m2",282a74d9-4260-47e1-b564-761b61567beb,,https://www.ralphs.com/stores/grocery/ca/burbank/the-gateway-at-burbank/703/00193?cid=loc_70300193_fb,+18185561558,2,34.1731843,-118.3020508
,,,,Panaderia y Pasteleria Florita,Calzada Naciones Unidas 1600a,bakery,['grocery_store'],,"https://www.google.com/maps/@32.6328103,-115.5141427,3a,75y,0h,90t/data=!3m4!1e1!3m2",54ce8f77-88f7-4521-9d65-f7acff8bbb21,,,+526861646533,2,32.6328103,-115.5141427
,,,,Olive Market,1101 N Winton Way,liquor_store,['convenience_store' 'grocery_store'],,"https://www.google.com/maps/@37.3487937,-120.6131939,3a,75y,0h,90t/data=!3m4!1e1!3m2",fc28e192-c780-4838-b0ed-f15c160afd24,,,+12093571774,2,37.3487937,-120.6131939
,,,,49ers Liquors and Groceries,3701 Mission St,convenience_store,['grocery_store' 'supermarket'],,"https://www.google.com/maps/@37.7372859,-122.4239897,3a,75y,0h,90t/data=!3m4!1e1!3m2",172ec86a-149b-475d-bd14-686dff2dc973,,,+14157570038,2,37.7372859,-122.4239897
,,,,Abarrotes Chiquitin,Avenida Destreza 2752,grocery_store,['supermarket' 'convenience_store'],,"https://www.google.com/maps/@32.6013165,-115.512213,3a,75y,0h,90t/data=!3m4!1e1!3m2",4e1f85f1-fa80-4b2e-a906-d60e4b957559,,,+526865767390,2,32.6013165,-115.512213
,,,,ARCO,495 S Waterman Ave,gas_station,['convenience_store' 'travel'],ARCO,"https://www.google.com/maps/@34.0924072,-117.2782858,3a,75y,0h,90t/data=!3m4!1e1!3m2",41827a57-edd5-443f-832b-44217a6f4502,,https://www.arco.com/en-us/southwest/find-a-station/,+19098903655,2,34.0924072,-117.2782858
,,,,Sweet & Sour,521 4th Ave,mexican_restaurant,['grocery_store' 'restaurant'],,"https://www.google.com/maps/@32.63253,-117.08072,3a,75y,0h,90t/data=!3m4!1e1!3m2",313a11e9-e30a-4757-9141-fc8d6e3fb45a,,,+16195770107,2,32.63253,-117.08072
,,,,Morton's Travel Plaza,1000 E Cheyenne Ave,gas_station,['convenience_store' 'travel'],,"https://www.google.com/maps/@36.2183055,-115.128031,3a,75y,0h,90t/data=!3m4!1e1!3m2",a23680d8-e6e8-4649-9190-0c5b2f7d089e,,http://www.mortonslv.net/,+17026492001,2,36.2183055,-115.128031
,,,,N S Mini Mart,951 W Teapot Dome Ave,gas_station,['convenience_store' 'grocery_store'],,"https://www.google.com/maps/@36.0220067,-119.0391594,3a,75y,0h,90t/data=!3m4!1e1!3m2",8dfa0c7a-8604-47bf-a7ea-9f632103a488,,http://chevronwithtechron.com,+15597811059,2,36.0220067,-119.0391594
,,,,Taqueria La Curva Bakersfield,113 S King St,mexican_restaurant,['restaurant' 'grocery_store'],,"https://www.google.com/maps/@35.35625,-118.99381,3a,75y,0h,90t/data=!3m4!1e1!3m2",6f2c6f5e-d699-46d4-ba7b-5f2596ceaec3,,,+13237380647,2,35.35625,-118.99381
,,,,Louise Market,600 S Ditman Ave,grocery_store,['supermarket' 'convenience_store'],,"https://www.google.com/maps/@34.028172,-118.1891411,3a,75y,0h,90t/data=!3m4!1e1!3m2",01b5aeba-2eb7-4382-a118-6114686f765b,,,+13232651959,2,34.028172,-118.1891411
,,,,ampm,8361 Sheldon Rd,convenience_store,['grocery_store'],ampm,"https://www.google.com/maps/@38.4386591,-121.3965541,3a,75y,0h,90t/data=!3m4!1e1!3m2",192dbb5e-3c35-4c71-b0a0-d6cacc9148c4,,https://www.ampm.com/,+19167149828,2,38.4386591,-121.3965541
,,,,Milky Way Drive in,5400 N Figueroa St,convenience_store,['fast_food_restaurant'],,"https://www.google.com/maps/@34.1072,-118.1969,3a,75y,0h,90t/data=!3m4!1e1!3m2",f4b55c75-aab6-4fda-a2d2-20233b4ba886,,,,2,34.1072,-118.1969
,,,,Lakeridge Inn Gas,8752 CA-49,gas_station,['convenience_store' 'hotel'],,"https://www.google.com/maps/@37.9918737,-120.4578829,3a,75y,0h,90t/data=!3m4!1e1!3m2",69f9d2e0-0fb8-4484-ad99-803bf7df9678,,http://lake-ridge.com,+12095333796,2,37.9918737,-120.4578829
,,,,Platanitos morita,Avenida Casiterita 1830,grocery_store,['health_food_store'],,"https://www.google.com/maps/@32.5783383,-115.3516248,3a,75y,0h,90t/data=!3m4!1e1!3m2",cca32d09-d5a4-4ecc-b4f8-e7c87b95124e,,,+526863230832,2,32.5783383,-115.3516248
,,,,Broadway Market,20511 Broadway,supermarket,['grocery_store' 'eat_and_drink'],,"https://www.google.com/maps/@38.2754254,-122.4606897,3a,75y,0h,90t/data=!3m4!1e1!3m2",dba53764-7b06-47d4-b229-af16da9db7f6,,http://www.broadwaymarketsonoma.com/,+17079382685,2,38.2754254,-122.4606897
,,,,7-11 Str   1136 Imola Ave,1136 IMOLA AVE,convenience_store,,7-Eleven,"https://www.google.com/maps/@38.2803164,-122.2653232,3a,75y,0h,90t/data=!3m4!1e1!3m2",3662777e-40dd-49f6-836f-fd44e8881469,Q259340,https://www.7-eleven.com/locations/ca/napa/1136-imola-ave-14152,,2,38.2803164,-122.2653232
,,,,Pure Afrik Cosmetics,3651 Arville St,grocery_store,,,"https://www.google.com/maps/@36.12396,-115.19952,3a,75y,0h,90t/data=!3m4!1e1!3m2",01f7aedf-592b-4d15-9032-52c0c69e9af6,,,,2,36.12396,-115.19952
,,,,Grip and Go,2512 Coffee Rd,convenience_store,['gas_station' 'grocery_store'],,"https://www.google.com/maps/@37.6775302,-120.9754006,3a,75y,0h,90t/data=!3m4!1e1!3m2",d8ae5436-e550-4b7e-887c-336454a62448,,,+12095220622,2,37.6775302,-120.9754006
